,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,last_flag,attack_class,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_hostnames,service_http,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_buffer_overflow,attack_ftp_write,attack_guess_passwd,attack_imap,attack_ipsweep,attack_multihop,attack_neptune,attack_nmap,attack_normal,attack_phf,attack_pod,attack_portsweep,attack_rootkit,attack_satan,attack_smurf,attack_teardrop,attack_warezclient,attack_warezmaster
root_shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su_attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_file_creations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_access_files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_outbound_cmds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_host_login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_guest_login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
count,-0.10396789666208471,-0.1053522364655391,-0.2449818496969906,,,,-0.10030859877592577,,-0.550202362882345,-0.07457120043400609,,,,,,,,,,1.0,0.4735200045772648,0.46634609727268594,0.4601782951430521,0.15118586206737222,0.1548409357362925,-0.631479448829997,0.2017344654738128,-0.26581674193328336,0.4662830818453447,-0.40024193798751606,-0.4749661753635828,0.1435412379611977,-0.13835742767710582,-0.22914615830291804,0.46729129169585476,0.46822273149926497,0.16950266560691324,0.1605899003352151,-0.04774904643768562,0.41122151604958584,-0.05389905229001257,-0.009114804545424352,-0.01187177169599581,0.10831768316872253,0.0582971641067061,0.09462249280356944,0.024235327186986448,0.0712163714190906,0.08102590319799391,0.08020871117492782,0.07161539830553304,0.07170028568386808,0.06642549884032267,0.06063557954519844,-0.14015399545208904,0.341318556280139,0.019423912848831743,0.02010684025910018,-0.0024437733538887362,-0.018871458264354574,-0.11325438103327674,0.06812852346186345,0.07429855772668557,-0.43555969814818113,0.02646251007568479,0.03148975067938493,0.09006798900902387,0.08959580306791845,0.011663829383034252,0.01494058288811163,0.030863506522090203,0.07483310332152966,0.012844000578089007,0.07659436042508884,0.06492392924117148,0.05693239634522669,0.04600026715624185,0.06997730761329586,0.057217293142413,0.02206540467182332,0.03480254824991113,-0.025776781092377004,0.0618600374787692,-0.005973249917809276,0.04345960775512734,-0.009093890940376817,0.003752597186846316,0.19743994792164324,-0.008552672726420787,0.034997481727586516,0.02954193606212438,0.0039365604858943495,-0.1711172873450091,0.022362375279086636,0.02983996977402255,0.052978200511069884,0.0769148622524277,0.06065136284635766,-0.02972393065392289,-0.006269986556202895,0.06910042881278998,-0.006195802396604487,-0.04641859969737232,0.02202459815907578,0.08172250304096464,0.06881698657179193,0.07565544923201539,0.1929337591557501,0.06636014797430594,0.012156335730053402,-0.08376519996361488,0.46967575733751116,-0.04327627251686825,-0.022431323919887287,-0.017727056911934904,-0.5216735737210043,-0.030726972136486973,-0.010817887832391173,-0.0062699865562029,-0.01388942169072712,-0.008605130746666106,-0.12376024890367952,-0.006269986556202897,0.5516740528799735,-0.08165958700117439,-0.5820037466365644,-0.008867420847892675,-0.026532373617228718,-0.07010698749795276,-0.008867420847892677,0.17985114079484252,0.3797855927916702,-0.01855070745557329,-0.062413413875135125,-0.014022145558595905
srv_count,-0.05197168687820107,-0.035334688689725675,-0.08929111719083412,,,,-0.049084923606631796,,-0.2022786212104033,-0.036399079478093156,,,,,,,,,,0.4735200045772648,1.0,-0.15215459810061238,-0.15083592195280787,-0.11372354461671054,-0.11442627103324911,0.19446505610013612,-0.10963991853253091,-0.077211533614918,0.14483924835797712,0.20269867827503274,0.18648348395488734,-0.1100606719750677,0.15947101286795265,-0.06109870107919784,-0.15002498367191172,-0.14905681871352977,-0.09877000264297982,-0.11326223239953828,-0.12953667600189175,-0.037954483348469945,-0.5385628577021513,0.3488134918587644,-0.011312549765906727,-0.021042473960899404,-0.024350313031917162,-0.01867458287991074,-0.019497568483966932,-0.01704898699389856,-0.0160776049454122,-0.014954486678020932,-0.014595169614632022,-0.016075367739508864,0.4298217667507974,-0.014539925693790843,-0.020657743604953295,0.6523519001408752,-0.012260954621551063,-0.013391996478143623,-0.03278592943964807,-0.04032619657270322,-0.07325936966631615,-0.016805117138864543,-0.014036879586934845,-0.14978185396483304,-0.014887266057487,-0.0031726226804479605,-0.013488385047663823,-0.015920218940807588,-0.014337514948794745,-0.010858472682466817,-0.013750540510310938,-0.014724657709091293,-0.012375494971462038,-0.015038502780484297,-0.015618826963613053,-0.014116195114857448,-0.012951993546447141,-0.01283136202134722,-0.014419025161781925,-0.015779885001081486,-0.011185992241507464,-0.01305989052102707,0.003536643735537275,-0.0031726226804479596,-0.00688183876700692,-0.014424734245695731,-0.005886334027871715,-0.10815019982917416,-0.003984338953031258,-0.008193207387685489,-0.005847388351819525,-0.004902771964774045,-0.08971382290774255,-0.010521939056620761,-0.012324250064098834,-0.011484994911083108,-0.015911459559822292,-0.011843650079929376,-0.04333138227110304,-0.0031726226804479614,-0.020558105165549703,-0.0031726226804479622,-0.02439696713564097,-0.020060284662508542,-0.01671202333890058,-0.01511856772558993,-0.019367895391831237,-0.09239517088150827,-0.02994708092482021,-0.01006172960827769,-0.05172004068900694,-0.14643283818923084,-0.01953471999560308,-0.010425103460098742,-0.007506268988706732,0.21370609409806293,-0.015555563026523696,-0.005427145111263726,-0.003172622680447961,-0.006883293553829396,0.01620300224773767,-0.020882613330378667,-0.003172622680447956,-0.1656048672968273,-0.0189438483729883,0.0013614868922734184,-0.004403163459271279,-0.011388521333922241,-0.05622782061229145,-0.004486928360519279,-0.04761202015799231,0.7037612765580009,0.02693762121726236,-0.03128544167436376,-0.007095226860372311
